# [Fe/H]	[Fe/H]_err	[O/Fe]	[O/Fe]_err	Age [Gyr]	Age_err
-1.74275e+00	2.00000e-01	1.62572e-01	2.00000e-01	9.27656e+00	1.00000e+00
-1.45001e+00	2.00000e-01	4.77140e-01	2.00000e-01	9.33863e+00	1.00000e+00
-1.52674e+00	2.00000e-01	4.75743e-01	2.00000e-01	7.65026e+00	1.00000e+00
-1.03958e+00	2.00000e-01	2.79890e-01	2.00000e-01	8.05988e+00	1.00000e+00
-1.64195e+00	2.00000e-01	2.06840e-01	2.00000e-01	8.28169e+00	1.00000e+00
-1.48172e+00	2.00000e-01	5.59420e-01	2.00000e-01	7.26820e+00	1.00000e+00
-1.38143e+00	2.00000e-01	2.29596e-02	2.00000e-01	9.47496e+00	1.00000e+00
-1.05173e+00	2.00000e-01	-6.20767e-02	2.00000e-01	5.98305e+00	1.00000e+00
-1.57830e+00	2.00000e-01	3.15286e-01	2.00000e-01	6.47386e+00	1.00000e+00
-8.18488e-01	2.00000e-01	1.06748e-01	2.00000e-01	5.79046e+00	1.00000e+00
-1.89344e+00	2.00000e-01	4.66334e-01	2.00000e-01	9.90924e+00	1.00000e+00
-7.60771e-01	2.00000e-01	-2.78546e-01	2.00000e-01	1.69984e+00	1.00000e+00
-1.20427e+00	2.00000e-01	-1.01295e-01	2.00000e-01	8.75732e+00	1.00000e+00
-8.54741e-01	2.00000e-01	-1.88456e-01	2.00000e-01	1.21404e+00	1.00000e+00
-1.19519e+00	2.00000e-01	1.27368e-01	2.00000e-01	6.07930e+00	1.00000e+00
-9.74098e-01	2.00000e-01	8.28720e-03	2.00000e-01	5.18764e+00	1.00000e+00
-2.17362e+00	2.00000e-01	5.59458e-01	2.00000e-01	1.06256e+01	1.00000e+00
-1.36338e+00	2.00000e-01	3.70165e-01	2.00000e-01	9.18384e+00	1.00000e+00
-1.54151e+00	2.00000e-01	6.35709e-01	2.00000e-01	7.94300e+00	1.00000e+00
-1.18687e+00	2.00000e-01	2.06742e-01	2.00000e-01	8.69574e+00	1.00000e+00
-1.66789e+00	2.00000e-01	3.03482e-01	2.00000e-01	8.22380e+00	1.00000e+00
-1.26457e+00	2.00000e-01	6.08506e-01	2.00000e-01	8.80387e+00	1.00000e+00
-1.21150e+00	2.00000e-01	9.45249e-02	2.00000e-01	8.42253e+00	1.00000e+00
-1.68761e+00	2.00000e-01	3.44149e-01	2.00000e-01	9.17620e+00	1.00000e+00
-9.44686e-01	2.00000e-01	-7.50361e-02	2.00000e-01	7.50250e+00	1.00000e+00
-9.37647e-01	2.00000e-01	4.38891e-01	2.00000e-01	7.83962e+00	1.00000e+00
-1.08722e+00	2.00000e-01	5.05491e-01	2.00000e-01	8.02379e+00	1.00000e+00
-1.37348e+00	2.00000e-01	1.24504e-01	2.00000e-01	9.14894e+00	1.00000e+00
-1.69109e+00	2.00000e-01	2.75847e-01	2.00000e-01	1.10822e+01	1.00000e+00
-1.03756e+00	2.00000e-01	-3.01909e-01	2.00000e-01	8.19716e+00	1.00000e+00
-7.11904e-01	2.00000e-01	-4.42247e-02	2.00000e-01	4.90971e+00	1.00000e+00
-1.31135e+00	2.00000e-01	9.19743e-03	2.00000e-01	8.47930e+00	1.00000e+00
-1.22897e+00	2.00000e-01	-6.59822e-02	2.00000e-01	6.13693e+00	1.00000e+00
-1.48606e+00	2.00000e-01	3.89628e-01	2.00000e-01	8.96183e+00	1.00000e+00
-1.14070e+00	2.00000e-01	9.14813e-02	2.00000e-01	8.16919e+00	1.00000e+00
-1.73033e+00	2.00000e-01	3.61535e-01	2.00000e-01	8.39429e+00	1.00000e+00
-1.85492e+00	2.00000e-01	-4.89042e-02	2.00000e-01	8.34722e+00	1.00000e+00
-1.04450e+00	2.00000e-01	2.36206e-01	2.00000e-01	6.89102e+00	1.00000e+00
-1.86707e+00	2.00000e-01	7.33912e-01	2.00000e-01	1.02161e+01	1.00000e+00
-1.05262e+00	2.00000e-01	2.50713e-01	2.00000e-01	6.86540e+00	1.00000e+00
-2.18282e+00	2.00000e-01	3.18802e-01	2.00000e-01	7.08545e+00	1.00000e+00
-6.10569e-01	2.00000e-01	-2.06458e-01	2.00000e-01	7.30423e+00	1.00000e+00
-8.76472e-01	2.00000e-01	3.61552e-01	2.00000e-01	9.94925e+00	1.00000e+00
-1.30012e+00	2.00000e-01	-2.69181e-01	2.00000e-01	6.42730e+00	1.00000e+00
-5.13200e-01	2.00000e-01	-2.41343e-01	2.00000e-01	2.58536e+00	1.00000e+00
-1.34242e+00	2.00000e-01	5.23112e-01	2.00000e-01	7.62506e+00	1.00000e+00
-1.33705e+00	2.00000e-01	4.47553e-03	2.00000e-01	8.97464e+00	1.00000e+00
-1.03889e+00	2.00000e-01	5.82199e-01	2.00000e-01	8.74645e+00	1.00000e+00
-1.10464e+00	2.00000e-01	4.17092e-01	2.00000e-01	8.11150e+00	1.00000e+00
-1.55533e+00	2.00000e-01	4.54553e-01	2.00000e-01	8.44367e+00	1.00000e+00
-8.19417e-01	2.00000e-01	1.22797e-01	2.00000e-01	3.64872e+00	1.00000e+00
-1.34526e+00	2.00000e-01	1.24946e-01	2.00000e-01	9.44179e+00	1.00000e+00
-1.02980e+00	2.00000e-01	-6.59930e-02	2.00000e-01	5.38971e+00	1.00000e+00
-9.83923e-01	2.00000e-01	2.75510e-02	2.00000e-01	5.59816e+00	1.00000e+00
-1.49960e+00	2.00000e-01	9.65865e-02	2.00000e-01	1.01633e+01	1.00000e+00
-7.83441e-01	2.00000e-01	1.54360e-01	2.00000e-01	5.76464e+00	1.00000e+00
-1.38894e+00	2.00000e-01	1.37882e-01	2.00000e-01	7.54812e+00	1.00000e+00
-3.85841e-01	2.00000e-01	-4.70644e-01	2.00000e-01	5.98401e+00	1.00000e+00
-1.34921e+00	2.00000e-01	1.39485e-01	2.00000e-01	6.87200e+00	1.00000e+00
-1.12010e+00	2.00000e-01	-2.50308e-01	2.00000e-01	7.16499e+00	1.00000e+00
-1.05194e+00	2.00000e-01	-4.45756e-02	2.00000e-01	7.80579e+00	1.00000e+00
-1.00354e+00	2.00000e-01	2.35617e-01	2.00000e-01	5.20574e+00	1.00000e+00
-1.08409e+00	2.00000e-01	3.49315e-01	2.00000e-01	6.54840e+00	1.00000e+00
-6.62099e-01	2.00000e-01	1.87085e-01	2.00000e-01	3.61514e+00	1.00000e+00
-8.90092e-01	2.00000e-01	2.66267e-01	2.00000e-01	6.83249e+00	1.00000e+00
-1.19405e+00	2.00000e-01	-8.62274e-02	2.00000e-01	8.04870e+00	1.00000e+00
-1.02404e+00	2.00000e-01	2.94086e-01	2.00000e-01	7.76461e+00	1.00000e+00
-1.92648e+00	2.00000e-01	2.28734e-01	2.00000e-01	9.71830e+00	1.00000e+00
-1.31471e+00	2.00000e-01	6.51569e-01	2.00000e-01	8.69583e+00	1.00000e+00
-1.14472e+00	2.00000e-01	1.28929e-01	2.00000e-01	6.53089e+00	1.00000e+00
-1.29094e+00	2.00000e-01	2.13148e-01	2.00000e-01	7.14867e+00	1.00000e+00
-1.08177e+00	2.00000e-01	8.06604e-02	2.00000e-01	6.04758e+00	1.00000e+00
-1.21095e+00	2.00000e-01	5.22670e-01	2.00000e-01	9.00130e+00	1.00000e+00
-1.44680e+00	2.00000e-01	9.96659e-02	2.00000e-01	9.87690e+00	1.00000e+00
-1.29247e+00	2.00000e-01	3.88953e-01	2.00000e-01	9.34263e+00	1.00000e+00
-1.37093e+00	2.00000e-01	1.56735e-01	2.00000e-01	7.15213e+00	1.00000e+00
-1.09587e+00	2.00000e-01	-2.37123e-02	2.00000e-01	9.12247e+00	1.00000e+00
-1.26807e+00	2.00000e-01	-1.66470e-02	2.00000e-01	7.96459e+00	1.00000e+00
-1.26449e+00	2.00000e-01	4.30356e-02	2.00000e-01	6.66004e+00	1.00000e+00
-7.66831e-01	2.00000e-01	2.85129e-01	2.00000e-01	7.43253e+00	1.00000e+00
-1.27577e+00	2.00000e-01	4.12982e-01	2.00000e-01	8.88520e+00	1.00000e+00
-7.67202e-01	2.00000e-01	-4.48202e-02	2.00000e-01	3.47177e+00	1.00000e+00
-1.27472e+00	2.00000e-01	1.45738e-01	2.00000e-01	9.34506e+00	1.00000e+00
-9.90773e-01	2.00000e-01	9.08585e-02	2.00000e-01	8.92839e+00	1.00000e+00
-5.25335e-01	2.00000e-01	-1.67566e-01	2.00000e-01	6.92192e+00	1.00000e+00
-1.12238e+00	2.00000e-01	4.70748e-02	2.00000e-01	6.33885e+00	1.00000e+00
-1.01567e+00	2.00000e-01	-6.52180e-02	2.00000e-01	6.57882e+00	1.00000e+00
-1.79185e+00	2.00000e-01	4.56948e-01	2.00000e-01	9.84004e+00	1.00000e+00
-3.87702e-01	2.00000e-01	2.01464e-01	2.00000e-01	4.18016e+00	1.00000e+00
-9.46739e-01	2.00000e-01	2.96354e-01	2.00000e-01	7.13060e+00	1.00000e+00
-4.36712e-01	2.00000e-01	-4.61830e-01	2.00000e-01	1.10728e+00	1.00000e+00
-1.71059e+00	2.00000e-01	2.94633e-01	2.00000e-01	9.83043e+00	1.00000e+00
-8.36435e-01	2.00000e-01	3.94035e-02	2.00000e-01	5.24020e+00	1.00000e+00
-1.32001e+00	2.00000e-01	7.78563e-01	2.00000e-01	9.72642e+00	1.00000e+00
-1.10986e+00	2.00000e-01	2.96194e-01	2.00000e-01	7.15087e+00	1.00000e+00
-1.74944e+00	2.00000e-01	3.82939e-01	2.00000e-01	6.85720e+00	1.00000e+00
-1.14866e+00	2.00000e-01	-5.95840e-02	2.00000e-01	4.52661e+00	1.00000e+00
-1.15766e+00	2.00000e-01	-4.55650e-02	2.00000e-01	4.69703e+00	1.00000e+00
-1.18155e+00	2.00000e-01	5.89028e-02	2.00000e-01	7.94541e+00	1.00000e+00
-9.85137e-01	2.00000e-01	2.68928e-01	2.00000e-01	8.58106e+00	1.00000e+00
-1.74946e+00	2.00000e-01	4.61479e-01	2.00000e-01	8.60326e+00	1.00000e+00
-1.04550e+00	2.00000e-01	1.67961e-01	2.00000e-01	5.84924e+00	1.00000e+00
-1.00532e+00	2.00000e-01	4.30668e-01	2.00000e-01	7.75862e+00	1.00000e+00
-1.05560e+00	2.00000e-01	-8.25146e-02	2.00000e-01	7.74938e+00	1.00000e+00
-1.11309e+00	2.00000e-01	-5.09495e-02	2.00000e-01	4.78108e+00	1.00000e+00
-6.61940e-01	2.00000e-01	-5.88807e-01	2.00000e-01	4.01646e+00	1.00000e+00
-1.10368e+00	2.00000e-01	1.51276e-02	2.00000e-01	5.56748e+00	1.00000e+00
-2.34056e+00	2.00000e-01	2.72526e-01	2.00000e-01	1.08064e+01	1.00000e+00
-1.36300e+00	2.00000e-01	3.09123e-01	2.00000e-01	7.91850e+00	1.00000e+00
-1.13162e+00	2.00000e-01	1.83048e-01	2.00000e-01	7.92041e+00	1.00000e+00
-1.53702e+00	2.00000e-01	6.34996e-02	2.00000e-01	1.12980e+01	1.00000e+00
-1.30280e+00	2.00000e-01	-1.21806e-01	2.00000e-01	1.07244e+01	1.00000e+00
-1.91047e+00	2.00000e-01	1.34433e-01	2.00000e-01	8.98656e+00	1.00000e+00
-1.37658e+00	2.00000e-01	3.69042e-01	2.00000e-01	8.35827e+00	1.00000e+00
-1.72701e+00	2.00000e-01	3.45419e-01	2.00000e-01	8.64531e+00	1.00000e+00
-7.68686e-01	2.00000e-01	3.16715e-01	2.00000e-01	5.65251e+00	1.00000e+00
-1.69462e+00	2.00000e-01	5.24645e-01	2.00000e-01	7.09268e+00	1.00000e+00
-1.51788e+00	2.00000e-01	4.55140e-01	2.00000e-01	8.71465e+00	1.00000e+00
-8.70932e-01	2.00000e-01	-1.65992e-02	2.00000e-01	4.33723e+00	1.00000e+00
-1.27771e+00	2.00000e-01	3.57533e-01	2.00000e-01	8.49501e+00	1.00000e+00
-1.91919e+00	2.00000e-01	4.52276e-01	2.00000e-01	1.20996e+01	1.00000e+00
-1.56981e+00	2.00000e-01	2.99874e-01	2.00000e-01	9.68448e+00	1.00000e+00
-7.73466e-01	2.00000e-01	4.60978e-01	2.00000e-01	7.40143e+00	1.00000e+00
-1.03327e+00	2.00000e-01	-1.13407e-01	2.00000e-01	7.56802e+00	1.00000e+00
-1.56354e+00	2.00000e-01	1.10361e-01	2.00000e-01	1.07816e+01	1.00000e+00
-9.64636e-01	2.00000e-01	-2.05194e-01	2.00000e-01	4.69585e+00	1.00000e+00
-8.12832e-01	2.00000e-01	2.42147e-01	2.00000e-01	1.04594e+01	1.00000e+00
-1.13700e+00	2.00000e-01	2.32222e-01	2.00000e-01	8.34560e+00	1.00000e+00
-8.00114e-01	2.00000e-01	2.58127e-01	2.00000e-01	7.70377e+00	1.00000e+00
-1.19168e+00	2.00000e-01	1.37487e-01	2.00000e-01	8.39134e+00	1.00000e+00
-1.38670e+00	2.00000e-01	3.81555e-01	2.00000e-01	9.11615e+00	1.00000e+00
-1.05059e+00	2.00000e-01	7.71854e-02	2.00000e-01	1.09366e+01	1.00000e+00
-1.69016e+00	2.00000e-01	2.52470e-01	2.00000e-01	1.01181e+01	1.00000e+00
-1.41290e+00	2.00000e-01	5.04356e-01	2.00000e-01	8.75390e+00	1.00000e+00
-7.98253e-01	2.00000e-01	-1.18828e-01	2.00000e-01	5.59926e+00	1.00000e+00
-8.58208e-01	2.00000e-01	2.42708e-01	2.00000e-01	6.26207e+00	1.00000e+00
-9.58051e-01	2.00000e-01	2.44124e-01	2.00000e-01	9.63915e+00	1.00000e+00
-1.00672e+00	2.00000e-01	2.55479e-01	2.00000e-01	8.72370e+00	1.00000e+00
-1.54614e+00	2.00000e-01	2.74731e-01	2.00000e-01	8.66797e+00	1.00000e+00
-1.74511e+00	2.00000e-01	3.95760e-01	2.00000e-01	9.29840e+00	1.00000e+00
-9.80225e-01	2.00000e-01	3.48727e-02	2.00000e-01	8.89311e+00	1.00000e+00
-1.38581e+00	2.00000e-01	4.20640e-01	2.00000e-01	1.02553e+01	1.00000e+00
-1.08317e+00	2.00000e-01	1.94417e-01	2.00000e-01	7.39879e+00	1.00000e+00
-1.40119e+00	2.00000e-01	2.95172e-01	2.00000e-01	8.94912e+00	1.00000e+00
-1.40128e+00	2.00000e-01	3.02448e-01	2.00000e-01	9.36419e+00	1.00000e+00
-2.24185e+00	2.00000e-01	3.75367e-01	2.00000e-01	1.03460e+01	1.00000e+00
-1.59086e+00	2.00000e-01	3.31538e-01	2.00000e-01	9.72471e+00	1.00000e+00
-9.87345e-01	2.00000e-01	1.55212e-01	2.00000e-01	7.87077e+00	1.00000e+00
-1.54207e+00	2.00000e-01	2.04528e-01	2.00000e-01	8.62903e+00	1.00000e+00
-1.32060e+00	2.00000e-01	5.14283e-01	2.00000e-01	8.22156e+00	1.00000e+00
-5.53418e-01	2.00000e-01	-1.98383e-01	2.00000e-01	4.24270e+00	1.00000e+00
-5.12952e-01	2.00000e-01	-6.77091e-01	2.00000e-01	1.70497e+00	1.00000e+00
-1.40475e+00	2.00000e-01	5.25178e-01	2.00000e-01	9.86104e+00	1.00000e+00
-1.12637e+00	2.00000e-01	-9.64838e-02	2.00000e-01	9.14231e+00	1.00000e+00
-1.51916e+00	2.00000e-01	8.95042e-02	2.00000e-01	7.93514e+00	1.00000e+00
-1.82684e+00	2.00000e-01	3.44935e-01	2.00000e-01	9.05630e+00	1.00000e+00
-9.57324e-01	2.00000e-01	3.16949e-02	2.00000e-01	6.10190e+00	1.00000e+00
-1.14710e+00	2.00000e-01	4.85940e-01	2.00000e-01	9.83532e+00	1.00000e+00
-1.08263e+00	2.00000e-01	3.24970e-01	2.00000e-01	6.86411e+00	1.00000e+00
-7.54554e-01	2.00000e-01	2.17991e-01	2.00000e-01	8.43816e+00	1.00000e+00
-7.09907e-01	2.00000e-01	3.11120e-01	2.00000e-01	6.50840e+00	1.00000e+00
-9.76066e-01	2.00000e-01	1.91178e-02	2.00000e-01	7.65309e+00	1.00000e+00
-1.06531e+00	2.00000e-01	-1.56622e-01	2.00000e-01	4.65643e+00	1.00000e+00
-1.37984e+00	2.00000e-01	5.03684e-01	2.00000e-01	1.21610e+01	1.00000e+00
-9.19922e-01	2.00000e-01	-2.21595e-01	2.00000e-01	7.69498e+00	1.00000e+00
-1.53241e+00	2.00000e-01	2.06237e-01	2.00000e-01	9.45985e+00	1.00000e+00
-1.00946e+00	2.00000e-01	-9.82666e-02	2.00000e-01	3.66162e+00	1.00000e+00
-1.00849e+00	2.00000e-01	1.87217e-01	2.00000e-01	7.34749e+00	1.00000e+00
-1.42595e+00	2.00000e-01	3.80669e-01	2.00000e-01	9.58540e+00	1.00000e+00
-9.82597e-01	2.00000e-01	-4.14114e-01	2.00000e-01	3.87836e+00	1.00000e+00
-1.28873e+00	2.00000e-01	1.06104e-01	2.00000e-01	7.92875e+00	1.00000e+00
-1.25191e+00	2.00000e-01	9.38124e-02	2.00000e-01	8.18974e+00	1.00000e+00
-1.36356e+00	2.00000e-01	2.43547e-01	2.00000e-01	8.85334e+00	1.00000e+00
-1.01373e+00	2.00000e-01	-9.92652e-03	2.00000e-01	7.73877e+00	1.00000e+00
-2.17234e+00	2.00000e-01	2.38364e-01	2.00000e-01	8.93292e+00	1.00000e+00
-1.30401e+00	2.00000e-01	3.37732e-01	2.00000e-01	8.31084e+00	1.00000e+00
-1.24822e+00	2.00000e-01	-1.00590e-01	2.00000e-01	7.76669e+00	1.00000e+00
-8.14074e-01	2.00000e-01	2.30261e-01	2.00000e-01	9.40166e+00	1.00000e+00
-1.18555e+00	2.00000e-01	2.80651e-01	2.00000e-01	9.02326e+00	1.00000e+00
-1.56563e+00	2.00000e-01	2.86117e-01	2.00000e-01	1.05589e+01	1.00000e+00
-1.24750e+00	2.00000e-01	4.43052e-02	2.00000e-01	7.52231e+00	1.00000e+00
-8.49165e-01	2.00000e-01	1.00588e-01	2.00000e-01	6.93741e+00	1.00000e+00
-1.51562e+00	2.00000e-01	3.68248e-01	2.00000e-01	1.07192e+01	1.00000e+00
-9.92287e-01	2.00000e-01	-1.11605e-01	2.00000e-01	1.06664e+01	1.00000e+00
-1.22258e+00	2.00000e-01	3.36406e-01	2.00000e-01	9.78791e+00	1.00000e+00
-7.45960e-01	2.00000e-01	6.17257e-02	2.00000e-01	7.82035e+00	1.00000e+00
-1.00487e+00	2.00000e-01	3.64201e-02	2.00000e-01	7.99767e+00	1.00000e+00
-9.17430e-01	2.00000e-01	2.59064e-01	2.00000e-01	8.85380e+00	1.00000e+00
-1.50452e+00	2.00000e-01	2.82435e-01	2.00000e-01	7.26136e+00	1.00000e+00
-1.78401e+00	2.00000e-01	3.73252e-01	2.00000e-01	1.02046e+01	1.00000e+00
-1.04738e+00	2.00000e-01	1.74428e-01	2.00000e-01	7.98823e+00	1.00000e+00
-1.21731e+00	2.00000e-01	2.71868e-01	2.00000e-01	1.01345e+01	1.00000e+00
-7.63233e-01	2.00000e-01	-4.08489e-01	2.00000e-01	2.87744e+00	1.00000e+00
-6.76335e-01	2.00000e-01	-1.65500e-01	2.00000e-01	7.48450e+00	1.00000e+00
-1.04420e+00	2.00000e-01	4.42523e-02	2.00000e-01	6.71587e+00	1.00000e+00
-6.12521e-01	2.00000e-01	-8.79298e-02	2.00000e-01	4.98668e+00	1.00000e+00
-2.02179e+00	2.00000e-01	4.46224e-01	2.00000e-01	1.01010e+01	1.00000e+00
-1.06234e+00	2.00000e-01	4.52217e-01	2.00000e-01	8.04517e+00	1.00000e+00
-1.02990e+00	2.00000e-01	4.88211e-01	2.00000e-01	6.28999e+00	1.00000e+00
-8.23341e-01	2.00000e-01	1.13946e-01	2.00000e-01	4.32613e+00	1.00000e+00
-1.19381e+00	2.00000e-01	4.52690e-01	2.00000e-01	9.26707e+00	1.00000e+00
-1.06461e+00	2.00000e-01	3.85600e-01	2.00000e-01	9.32987e+00	1.00000e+00
-1.62652e+00	2.00000e-01	4.30129e-01	2.00000e-01	8.35298e+00	1.00000e+00
-1.95953e+00	2.00000e-01	4.23894e-01	2.00000e-01	1.16619e+01	1.00000e+00
-8.30298e-01	2.00000e-01	-5.89205e-03	2.00000e-01	4.69660e+00	1.00000e+00
-1.16396e+00	2.00000e-01	3.18181e-01	2.00000e-01	9.29506e+00	1.00000e+00
-9.69845e-01	2.00000e-01	-3.53545e-03	2.00000e-01	6.19497e+00	1.00000e+00
-1.71930e+00	2.00000e-01	2.55191e-01	2.00000e-01	9.22100e+00	1.00000e+00
-8.77453e-01	2.00000e-01	3.49603e-01	2.00000e-01	7.41350e+00	1.00000e+00
-1.83621e+00	2.00000e-01	6.42978e-01	2.00000e-01	9.45654e+00	1.00000e+00
-1.25743e+00	2.00000e-01	4.79654e-01	2.00000e-01	9.30759e+00	1.00000e+00
-6.57605e-01	2.00000e-01	-3.59228e-01	2.00000e-01	5.58120e-01	1.00000e+00
-7.72295e-01	2.00000e-01	-1.96033e-01	2.00000e-01	3.52727e+00	1.00000e+00
-9.61707e-01	2.00000e-01	3.94002e-01	2.00000e-01	7.65099e+00	1.00000e+00
-9.75882e-01	2.00000e-01	3.71356e-03	2.00000e-01	2.52203e+00	1.00000e+00
-1.14556e+00	2.00000e-01	4.38411e-01	2.00000e-01	9.65660e+00	1.00000e+00
-6.89882e-01	2.00000e-01	-9.51892e-02	2.00000e-01	4.75051e+00	1.00000e+00
-8.81806e-01	2.00000e-01	-9.65484e-02	2.00000e-01	4.88195e+00	1.00000e+00
-8.44476e-01	2.00000e-01	-1.91612e-01	2.00000e-01	5.91959e+00	1.00000e+00
-1.01149e+00	2.00000e-01	5.65002e-02	2.00000e-01	9.38466e+00	1.00000e+00
-9.70989e-01	2.00000e-01	-4.71396e-02	2.00000e-01	6.28943e+00	1.00000e+00
-1.25969e+00	2.00000e-01	2.55592e-01	2.00000e-01	8.17351e+00	1.00000e+00
-8.56854e-01	2.00000e-01	2.17142e-01	2.00000e-01	6.34910e+00	1.00000e+00
