# [Fe/H]	[Fe/H]_err	[O/Fe]	[O/Fe]_err	Age [Gyr]	Age_err
-9.29169e-01	5.00000e-02	-8.46249e-03	5.00000e-02	6.40235e+00	5.00000e-01
-1.16040e+00	5.00000e-02	2.67406e-01	5.00000e-02	8.80057e+00	5.00000e-01
-9.18305e-01	5.00000e-02	1.32093e-02	5.00000e-02	7.29608e+00	5.00000e-01
-1.68454e+00	5.00000e-02	3.53863e-01	5.00000e-02	9.67539e+00	5.00000e-01
-1.06403e+00	5.00000e-02	8.35397e-02	5.00000e-02	7.14923e+00	5.00000e-01
-1.63222e+00	5.00000e-02	3.90438e-01	5.00000e-02	1.00103e+01	5.00000e-01
-7.87538e-01	5.00000e-02	-1.42049e-01	5.00000e-02	3.28384e+00	5.00000e-01
-1.08423e+00	5.00000e-02	2.96062e-01	5.00000e-02	7.22127e+00	5.00000e-01
-1.26205e+00	5.00000e-02	1.96793e-01	5.00000e-02	8.24784e+00	5.00000e-01
-1.34937e+00	5.00000e-02	3.79322e-01	5.00000e-02	9.52430e+00	5.00000e-01
-9.48217e-01	5.00000e-02	2.74971e-02	5.00000e-02	6.09019e+00	5.00000e-01
-1.21628e+00	5.00000e-02	2.90666e-01	5.00000e-02	8.34913e+00	5.00000e-01
-1.12268e+00	5.00000e-02	1.56769e-01	5.00000e-02	8.33231e+00	5.00000e-01
-2.13612e+00	5.00000e-02	5.20059e-01	5.00000e-02	9.89824e+00	5.00000e-01
-1.08087e+00	5.00000e-02	1.66311e-01	5.00000e-02	7.78920e+00	5.00000e-01
-1.09079e+00	5.00000e-02	1.34170e-01	5.00000e-02	7.27557e+00	5.00000e-01
-1.03723e+00	5.00000e-02	1.17569e-01	5.00000e-02	7.20187e+00	5.00000e-01
-7.76544e-01	5.00000e-02	-5.33043e-02	5.00000e-02	4.02583e+00	5.00000e-01
-1.06239e+00	5.00000e-02	1.34311e-01	5.00000e-02	8.28836e+00	5.00000e-01
-1.33047e+00	5.00000e-02	2.73999e-01	5.00000e-02	8.82254e+00	5.00000e-01
-1.13291e+00	5.00000e-02	2.70828e-01	5.00000e-02	8.35665e+00	5.00000e-01
-1.10677e+00	5.00000e-02	1.46539e-01	5.00000e-02	6.80240e+00	5.00000e-01
-1.85200e+00	5.00000e-02	4.79955e-01	5.00000e-02	9.19457e+00	5.00000e-01
-9.70712e-01	5.00000e-02	1.38173e-01	5.00000e-02	7.56956e+00	5.00000e-01
-1.02249e+00	5.00000e-02	3.70215e-02	5.00000e-02	6.49181e+00	5.00000e-01
-1.42355e+00	5.00000e-02	3.53981e-01	5.00000e-02	9.22131e+00	5.00000e-01
-1.62515e+00	5.00000e-02	3.73091e-01	5.00000e-02	9.37898e+00	5.00000e-01
-1.34910e+00	5.00000e-02	3.25016e-01	5.00000e-02	7.99486e+00	5.00000e-01
-1.22560e+00	5.00000e-02	2.72775e-01	5.00000e-02	9.21486e+00	5.00000e-01
-1.14924e+00	5.00000e-02	1.70086e-01	5.00000e-02	8.99558e+00	5.00000e-01
-1.15788e+00	5.00000e-02	2.26311e-01	5.00000e-02	8.71958e+00	5.00000e-01
-5.74584e-01	5.00000e-02	-2.11297e-01	5.00000e-02	2.19182e+00	5.00000e-01
-1.66259e+00	5.00000e-02	4.04173e-01	5.00000e-02	9.31460e+00	5.00000e-01
-1.37901e+00	5.00000e-02	2.57062e-01	5.00000e-02	8.38763e+00	5.00000e-01
-1.44802e+00	5.00000e-02	4.61419e-01	5.00000e-02	9.56415e+00	5.00000e-01
-1.04343e+00	5.00000e-02	1.60832e-01	5.00000e-02	7.16647e+00	5.00000e-01
-1.36477e+00	5.00000e-02	3.05392e-01	5.00000e-02	9.36328e+00	5.00000e-01
-1.24839e+00	5.00000e-02	1.84550e-01	5.00000e-02	8.77250e+00	5.00000e-01
-1.42022e+00	5.00000e-02	2.58713e-01	5.00000e-02	1.01010e+01	5.00000e-01
-1.51905e+00	5.00000e-02	3.24817e-01	5.00000e-02	8.48381e+00	5.00000e-01
-1.59567e+00	5.00000e-02	4.19944e-01	5.00000e-02	9.33062e+00	5.00000e-01
-1.10209e+00	5.00000e-02	1.25082e-01	5.00000e-02	7.05207e+00	5.00000e-01
-1.61629e+00	5.00000e-02	3.62805e-01	5.00000e-02	8.87430e+00	5.00000e-01
-1.44317e+00	5.00000e-02	3.63204e-01	5.00000e-02	8.80018e+00	5.00000e-01
-1.31786e+00	5.00000e-02	3.28984e-01	5.00000e-02	8.21986e+00	5.00000e-01
-9.73861e-01	5.00000e-02	4.27017e-02	5.00000e-02	6.49968e+00	5.00000e-01
-1.68020e+00	5.00000e-02	4.16803e-01	5.00000e-02	9.31951e+00	5.00000e-01
-9.75709e-01	5.00000e-02	9.02551e-02	5.00000e-02	7.25422e+00	5.00000e-01
-1.59184e+00	5.00000e-02	4.03068e-01	5.00000e-02	1.04467e+01	5.00000e-01
-6.48980e-01	5.00000e-02	-2.59064e-01	5.00000e-02	2.86319e+00	5.00000e-01
-1.17327e+00	5.00000e-02	1.59635e-01	5.00000e-02	7.89084e+00	5.00000e-01
-6.25764e-01	5.00000e-02	-3.28403e-01	5.00000e-02	2.92207e+00	5.00000e-01
-1.15866e+00	5.00000e-02	4.34072e-02	5.00000e-02	6.82058e+00	5.00000e-01
-8.98790e-01	5.00000e-02	7.43050e-02	5.00000e-02	6.97329e+00	5.00000e-01
-1.84201e+00	5.00000e-02	4.85143e-01	5.00000e-02	9.03425e+00	5.00000e-01
-1.29355e+00	5.00000e-02	2.98422e-01	5.00000e-02	8.78916e+00	5.00000e-01
-1.60622e+00	5.00000e-02	4.42502e-01	5.00000e-02	9.00702e+00	5.00000e-01
-1.30212e+00	5.00000e-02	2.82661e-01	5.00000e-02	8.02142e+00	5.00000e-01
-1.64755e+00	5.00000e-02	3.88173e-01	5.00000e-02	1.00987e+01	5.00000e-01
-1.25117e+00	5.00000e-02	3.04178e-01	5.00000e-02	8.45236e+00	5.00000e-01
-1.12116e+00	5.00000e-02	2.42747e-01	5.00000e-02	8.03682e+00	5.00000e-01
-1.78999e+00	5.00000e-02	4.63010e-01	5.00000e-02	9.63381e+00	5.00000e-01
-9.80996e-01	5.00000e-02	1.63750e-01	5.00000e-02	7.45027e+00	5.00000e-01
-1.14460e+00	5.00000e-02	1.73674e-01	5.00000e-02	7.95258e+00	5.00000e-01
-1.26777e+00	5.00000e-02	2.17293e-01	5.00000e-02	8.95259e+00	5.00000e-01
-1.15909e+00	5.00000e-02	2.02252e-01	5.00000e-02	6.90122e+00	5.00000e-01
-1.62089e+00	5.00000e-02	3.96666e-01	5.00000e-02	8.60765e+00	5.00000e-01
-1.11300e+00	5.00000e-02	1.92658e-01	5.00000e-02	7.08428e+00	5.00000e-01
-8.15751e-01	5.00000e-02	-1.42220e-01	5.00000e-02	4.18201e+00	5.00000e-01
-1.29656e+00	5.00000e-02	2.82049e-01	5.00000e-02	8.61463e+00	5.00000e-01
-1.02621e+00	5.00000e-02	1.61465e-01	5.00000e-02	7.26054e+00	5.00000e-01
-1.50498e+00	5.00000e-02	4.43159e-01	5.00000e-02	9.19565e+00	5.00000e-01
-1.04272e+00	5.00000e-02	1.29572e-02	5.00000e-02	7.02672e+00	5.00000e-01
-1.34766e+00	5.00000e-02	3.25112e-01	5.00000e-02	8.18517e+00	5.00000e-01
-1.49188e+00	5.00000e-02	3.88674e-01	5.00000e-02	8.89482e+00	5.00000e-01
-1.12652e+00	5.00000e-02	8.52462e-02	5.00000e-02	9.14029e+00	5.00000e-01
-2.10785e+00	5.00000e-02	3.84298e-01	5.00000e-02	9.41807e+00	5.00000e-01
-9.73057e-01	5.00000e-02	1.23594e-02	5.00000e-02	6.52269e+00	5.00000e-01
-2.37122e+00	5.00000e-02	4.03954e-01	5.00000e-02	9.19433e+00	5.00000e-01
-1.03283e+00	5.00000e-02	1.17845e-01	5.00000e-02	8.10547e+00	5.00000e-01
-1.34800e+00	5.00000e-02	2.90486e-01	5.00000e-02	8.47467e+00	5.00000e-01
-1.01494e+00	5.00000e-02	6.44283e-02	5.00000e-02	6.77492e+00	5.00000e-01
-7.79313e-01	5.00000e-02	-1.45177e-01	5.00000e-02	3.30878e+00	5.00000e-01
-1.39203e+00	5.00000e-02	2.21023e-01	5.00000e-02	9.31682e+00	5.00000e-01
-1.07059e+00	5.00000e-02	1.20253e-01	5.00000e-02	8.37506e+00	5.00000e-01
-1.15409e+00	5.00000e-02	1.54674e-01	5.00000e-02	7.67440e+00	5.00000e-01
-1.16348e+00	5.00000e-02	1.73562e-01	5.00000e-02	8.75129e+00	5.00000e-01
-1.41097e+00	5.00000e-02	2.95407e-01	5.00000e-02	9.36351e+00	5.00000e-01
-7.56051e-01	5.00000e-02	-1.41371e-01	5.00000e-02	3.53723e+00	5.00000e-01
-1.11353e+00	5.00000e-02	2.40632e-01	5.00000e-02	8.15566e+00	5.00000e-01
-9.24693e-01	5.00000e-02	-2.56622e-02	5.00000e-02	5.59585e+00	5.00000e-01
-1.05274e+00	5.00000e-02	4.79333e-02	5.00000e-02	7.58864e+00	5.00000e-01
-1.33671e+00	5.00000e-02	3.10851e-01	5.00000e-02	8.58494e+00	5.00000e-01
-9.48994e-01	5.00000e-02	1.35604e-03	5.00000e-02	6.62983e+00	5.00000e-01
-1.23820e+00	5.00000e-02	2.02842e-01	5.00000e-02	7.77915e+00	5.00000e-01
-8.71498e-01	5.00000e-02	-5.69986e-02	5.00000e-02	5.41211e+00	5.00000e-01
-1.11689e+00	5.00000e-02	2.08064e-01	5.00000e-02	8.13207e+00	5.00000e-01
-8.62213e-01	5.00000e-02	-5.30747e-02	5.00000e-02	5.64315e+00	5.00000e-01
-9.39597e-01	5.00000e-02	6.69556e-02	5.00000e-02	7.33617e+00	5.00000e-01
-1.08807e+00	5.00000e-02	1.61538e-01	5.00000e-02	6.83104e+00	5.00000e-01
-1.10569e+00	5.00000e-02	1.08615e-01	5.00000e-02	9.10877e+00	5.00000e-01
-7.69582e-01	5.00000e-02	-1.24868e-01	5.00000e-02	3.70541e+00	5.00000e-01
-1.06715e+00	5.00000e-02	2.16442e-01	5.00000e-02	6.71598e+00	5.00000e-01
-1.18706e+00	5.00000e-02	2.72704e-01	5.00000e-02	8.48507e+00	5.00000e-01
-1.08309e+00	5.00000e-02	1.42332e-01	5.00000e-02	7.12618e+00	5.00000e-01
-2.06857e+00	5.00000e-02	4.74951e-01	5.00000e-02	9.85430e+00	5.00000e-01
-1.33218e+00	5.00000e-02	2.57164e-01	5.00000e-02	8.77035e+00	5.00000e-01
-9.82031e-01	5.00000e-02	2.03266e-02	5.00000e-02	7.47004e+00	5.00000e-01
-1.34588e+00	5.00000e-02	3.58950e-01	5.00000e-02	8.96775e+00	5.00000e-01
-9.95804e-01	5.00000e-02	3.79745e-02	5.00000e-02	7.90979e+00	5.00000e-01
-1.18352e+00	5.00000e-02	2.94326e-01	5.00000e-02	7.65933e+00	5.00000e-01
-1.57693e+00	5.00000e-02	3.71268e-01	5.00000e-02	9.15210e+00	5.00000e-01
-1.26133e+00	5.00000e-02	2.66210e-01	5.00000e-02	9.93738e+00	5.00000e-01
-1.04627e+00	5.00000e-02	2.12557e-01	5.00000e-02	8.18965e+00	5.00000e-01
-1.13904e+00	5.00000e-02	1.34213e-01	5.00000e-02	8.09638e+00	5.00000e-01
-1.06240e+00	5.00000e-02	2.28501e-01	5.00000e-02	7.65628e+00	5.00000e-01
-1.09207e+00	5.00000e-02	1.70923e-01	5.00000e-02	7.08519e+00	5.00000e-01
-1.00540e+00	5.00000e-02	1.87955e-01	5.00000e-02	7.71808e+00	5.00000e-01
-1.21541e+00	5.00000e-02	2.26853e-01	5.00000e-02	8.77673e+00	5.00000e-01
-8.66304e-01	5.00000e-02	7.03331e-02	5.00000e-02	4.66466e+00	5.00000e-01
-1.30236e+00	5.00000e-02	2.03391e-01	5.00000e-02	8.40521e+00	5.00000e-01
-1.30209e+00	5.00000e-02	1.90966e-01	5.00000e-02	8.13336e+00	5.00000e-01
-8.68585e-01	5.00000e-02	-1.31330e-02	5.00000e-02	4.61989e+00	5.00000e-01
-9.06865e-01	5.00000e-02	1.32595e-01	5.00000e-02	6.24586e+00	5.00000e-01
-9.39254e-01	5.00000e-02	1.12267e-01	5.00000e-02	8.16437e+00	5.00000e-01
-1.60245e+00	5.00000e-02	3.13361e-01	5.00000e-02	9.51931e+00	5.00000e-01
-7.80175e-01	5.00000e-02	-7.12060e-02	5.00000e-02	4.67156e+00	5.00000e-01
-9.48224e-01	5.00000e-02	6.14374e-02	5.00000e-02	7.10876e+00	5.00000e-01
-4.06602e-01	5.00000e-02	-4.88835e-01	5.00000e-02	2.29935e-01	5.00000e-01
-1.50217e+00	5.00000e-02	3.81409e-01	5.00000e-02	8.95564e+00	5.00000e-01
-9.53931e-01	5.00000e-02	-4.79682e-02	5.00000e-02	5.61062e+00	5.00000e-01
-1.52252e+00	5.00000e-02	3.10192e-01	5.00000e-02	9.02092e+00	5.00000e-01
-1.14722e+00	5.00000e-02	1.65938e-01	5.00000e-02	7.66999e+00	5.00000e-01
-1.66250e+00	5.00000e-02	3.77808e-01	5.00000e-02	1.01113e+01	5.00000e-01
-9.54865e-01	5.00000e-02	7.57653e-02	5.00000e-02	5.71827e+00	5.00000e-01
-9.41237e-01	5.00000e-02	4.66722e-02	5.00000e-02	7.04076e+00	5.00000e-01
-1.09242e+00	5.00000e-02	1.08862e-01	5.00000e-02	7.26451e+00	5.00000e-01
-1.29262e+00	5.00000e-02	1.48829e-01	5.00000e-02	8.58307e+00	5.00000e-01
-1.81727e+00	5.00000e-02	4.11960e-01	5.00000e-02	9.26807e+00	5.00000e-01
-1.06109e+00	5.00000e-02	8.21681e-02	5.00000e-02	7.57179e+00	5.00000e-01
-1.13200e+00	5.00000e-02	2.32951e-01	5.00000e-02	7.89509e+00	5.00000e-01
-9.75156e-01	5.00000e-02	1.27568e-01	5.00000e-02	7.18732e+00	5.00000e-01
-9.31028e-01	5.00000e-02	2.89889e-02	5.00000e-02	5.85141e+00	5.00000e-01
-8.27974e-01	5.00000e-02	-1.97739e-01	5.00000e-02	1.73313e+00	5.00000e-01
-8.77585e-01	5.00000e-02	-4.55496e-03	5.00000e-02	6.37681e+00	5.00000e-01
-2.19304e+00	5.00000e-02	4.05751e-01	5.00000e-02	9.79632e+00	5.00000e-01
-1.20488e+00	5.00000e-02	2.56201e-01	5.00000e-02	8.66283e+00	5.00000e-01
-9.65006e-01	5.00000e-02	9.91160e-02	5.00000e-02	6.98704e+00	5.00000e-01
-1.43365e+00	5.00000e-02	4.25639e-01	5.00000e-02	9.60666e+00	5.00000e-01
-1.14579e+00	5.00000e-02	2.61357e-01	5.00000e-02	8.72156e+00	5.00000e-01
-1.79372e+00	5.00000e-02	3.65975e-01	5.00000e-02	9.74034e+00	5.00000e-01
-1.48727e+00	5.00000e-02	3.23029e-01	5.00000e-02	9.33003e+00	5.00000e-01
-2.08654e+00	5.00000e-02	4.25976e-01	5.00000e-02	1.04665e+01	5.00000e-01
-1.04563e+00	5.00000e-02	8.74115e-02	5.00000e-02	5.54126e+00	5.00000e-01
-1.39522e+00	5.00000e-02	2.74213e-01	5.00000e-02	9.57915e+00	5.00000e-01
-1.26823e+00	5.00000e-02	2.74036e-01	5.00000e-02	8.26086e+00	5.00000e-01
-8.50873e-01	5.00000e-02	-7.68017e-02	5.00000e-02	4.78178e+00	5.00000e-01
-8.71518e-01	5.00000e-02	1.13461e-01	5.00000e-02	7.65802e+00	5.00000e-01
-2.03810e+00	5.00000e-02	3.76755e-01	5.00000e-02	9.58225e+00	5.00000e-01
-1.57439e+00	5.00000e-02	4.26110e-01	5.00000e-02	9.11489e+00	5.00000e-01
-9.98622e-01	5.00000e-02	2.16763e-01	5.00000e-02	7.68139e+00	5.00000e-01
-1.06985e+00	5.00000e-02	1.59404e-01	5.00000e-02	8.14922e+00	5.00000e-01
-1.37132e+00	5.00000e-02	3.05545e-01	5.00000e-02	9.35248e+00	5.00000e-01
-7.19994e-01	5.00000e-02	-6.32217e-02	5.00000e-02	4.49290e+00	5.00000e-01
-1.06616e+00	5.00000e-02	9.52908e-02	5.00000e-02	7.18635e+00	5.00000e-01
-1.10590e+00	5.00000e-02	1.12009e-01	5.00000e-02	7.68684e+00	5.00000e-01
-1.02305e+00	5.00000e-02	2.52391e-01	5.00000e-02	6.98702e+00	5.00000e-01
-9.20851e-01	5.00000e-02	7.80262e-02	5.00000e-02	6.98250e+00	5.00000e-01
-1.31029e+00	5.00000e-02	3.29793e-01	5.00000e-02	8.06616e+00	5.00000e-01
-1.20048e+00	5.00000e-02	1.90893e-01	5.00000e-02	8.87539e+00	5.00000e-01
-1.35718e+00	5.00000e-02	3.25560e-01	5.00000e-02	9.36708e+00	5.00000e-01
-1.45177e+00	5.00000e-02	2.98379e-01	5.00000e-02	1.00058e+01	5.00000e-01
-6.97968e-01	5.00000e-02	-8.61848e-02	5.00000e-02	4.06664e+00	5.00000e-01
-1.01939e+00	5.00000e-02	5.20492e-02	5.00000e-02	7.77542e+00	5.00000e-01
-1.08111e+00	5.00000e-02	1.95825e-01	5.00000e-02	7.46003e+00	5.00000e-01
-1.55113e+00	5.00000e-02	2.62661e-01	5.00000e-02	9.06469e+00	5.00000e-01
-1.30330e+00	5.00000e-02	2.70864e-01	5.00000e-02	9.30241e+00	5.00000e-01
-1.75185e+00	5.00000e-02	4.31100e-01	5.00000e-02	9.58878e+00	5.00000e-01
-1.25858e+00	5.00000e-02	1.62325e-01	5.00000e-02	8.66805e+00	5.00000e-01
-1.31467e+00	5.00000e-02	2.81893e-01	5.00000e-02	8.84636e+00	5.00000e-01
-9.89341e-01	5.00000e-02	6.69760e-02	5.00000e-02	7.05221e+00	5.00000e-01
-1.14649e+00	5.00000e-02	2.07025e-01	5.00000e-02	8.51921e+00	5.00000e-01
-1.51332e+00	5.00000e-02	3.64367e-01	5.00000e-02	9.78120e+00	5.00000e-01
-2.03724e+00	5.00000e-02	4.25419e-01	5.00000e-02	9.65051e+00	5.00000e-01
-1.74286e+00	5.00000e-02	3.79031e-01	5.00000e-02	9.43202e+00	5.00000e-01
-1.15157e+00	5.00000e-02	4.58288e-02	5.00000e-02	7.27378e+00	5.00000e-01
-1.13356e+00	5.00000e-02	2.29146e-01	5.00000e-02	7.84062e+00	5.00000e-01
-1.19055e+00	5.00000e-02	1.88220e-01	5.00000e-02	7.23360e+00	5.00000e-01
-8.12803e-01	5.00000e-02	-3.70833e-02	5.00000e-02	4.34634e+00	5.00000e-01
-6.06100e-01	5.00000e-02	-3.77569e-01	5.00000e-02	1.10340e+00	5.00000e-01
-1.49869e+00	5.00000e-02	2.78311e-01	5.00000e-02	8.81780e+00	5.00000e-01
-1.07844e+00	5.00000e-02	1.79413e-01	5.00000e-02	7.48241e+00	5.00000e-01
-1.41040e+00	5.00000e-02	2.81878e-01	5.00000e-02	8.58022e+00	5.00000e-01
-2.06530e+00	5.00000e-02	4.92491e-01	5.00000e-02	9.93614e+00	5.00000e-01
-8.70582e-01	5.00000e-02	9.18802e-02	5.00000e-02	6.32320e+00	5.00000e-01
-1.25741e+00	5.00000e-02	3.26873e-01	5.00000e-02	9.39708e+00	5.00000e-01
-1.29073e+00	5.00000e-02	2.37063e-01	5.00000e-02	9.20591e+00	5.00000e-01
-1.17264e+00	5.00000e-02	1.32622e-01	5.00000e-02	7.11653e+00	5.00000e-01
-9.79528e-01	5.00000e-02	-2.61737e-02	5.00000e-02	6.71528e+00	5.00000e-01
-1.07490e+00	5.00000e-02	9.57949e-02	5.00000e-02	7.10220e+00	5.00000e-01
-8.87397e-01	5.00000e-02	-1.31906e-02	5.00000e-02	6.22204e+00	5.00000e-01
-1.32364e+00	5.00000e-02	2.22275e-01	5.00000e-02	8.67551e+00	5.00000e-01
-9.04318e-01	5.00000e-02	1.70333e-02	5.00000e-02	7.29729e+00	5.00000e-01
-1.52717e+00	5.00000e-02	3.66989e-01	5.00000e-02	8.81939e+00	5.00000e-01
-7.86817e-01	5.00000e-02	-8.78302e-02	5.00000e-02	3.68647e+00	5.00000e-01
-9.87491e-01	5.00000e-02	1.34598e-01	5.00000e-02	7.65693e+00	5.00000e-01
-1.47363e+00	5.00000e-02	3.12728e-01	5.00000e-02	9.38213e+00	5.00000e-01
-8.18754e-01	5.00000e-02	-4.66412e-02	5.00000e-02	3.55139e+00	5.00000e-01
-1.01718e+00	5.00000e-02	3.82701e-02	5.00000e-02	5.91835e+00	5.00000e-01
-1.28349e+00	5.00000e-02	2.93230e-01	5.00000e-02	8.82604e+00	5.00000e-01
-1.43916e+00	5.00000e-02	3.94800e-01	5.00000e-02	8.68745e+00	5.00000e-01
-1.09913e+00	5.00000e-02	1.66341e-01	5.00000e-02	7.84166e+00	5.00000e-01
-1.98397e+00	5.00000e-02	4.96402e-01	5.00000e-02	9.53305e+00	5.00000e-01
-1.47794e+00	5.00000e-02	2.68913e-01	5.00000e-02	9.74175e+00	5.00000e-01
-1.23076e+00	5.00000e-02	1.34715e-01	5.00000e-02	9.20498e+00	5.00000e-01
-1.31248e+00	5.00000e-02	2.87282e-01	5.00000e-02	8.76171e+00	5.00000e-01
-1.15806e+00	5.00000e-02	1.81798e-01	5.00000e-02	8.54280e+00	5.00000e-01
-1.42810e+00	5.00000e-02	3.21706e-01	5.00000e-02	9.75851e+00	5.00000e-01
-1.04420e+00	5.00000e-02	5.66162e-02	5.00000e-02	7.33790e+00	5.00000e-01
-9.12360e-01	5.00000e-02	1.99511e-02	5.00000e-02	5.61667e+00	5.00000e-01
-1.64018e+00	5.00000e-02	4.10424e-01	5.00000e-02	1.00421e+01	5.00000e-01
-1.14472e+00	5.00000e-02	2.23977e-01	5.00000e-02	6.85047e+00	5.00000e-01
-1.62344e+00	5.00000e-02	3.53986e-01	5.00000e-02	9.16572e+00	5.00000e-01
-9.94191e-01	5.00000e-02	1.46853e-01	5.00000e-02	7.34333e+00	5.00000e-01
-1.25689e+00	5.00000e-02	1.63247e-01	5.00000e-02	8.87848e+00	5.00000e-01
-1.19362e+00	5.00000e-02	1.99553e-01	5.00000e-02	7.83578e+00	5.00000e-01
-1.53680e+00	5.00000e-02	3.54599e-01	5.00000e-02	9.25856e+00	5.00000e-01
-1.55664e+00	5.00000e-02	3.59628e-01	5.00000e-02	9.58976e+00	5.00000e-01
-1.10740e+00	5.00000e-02	2.24907e-01	5.00000e-02	8.76607e+00	5.00000e-01
-1.26295e+00	5.00000e-02	3.37149e-01	5.00000e-02	9.01555e+00	5.00000e-01
-8.19706e-01	5.00000e-02	-1.66935e-01	5.00000e-02	4.25290e+00	5.00000e-01
-1.04541e+00	5.00000e-02	2.00633e-02	5.00000e-02	6.83954e+00	5.00000e-01
-1.02092e+00	5.00000e-02	3.15381e-02	5.00000e-02	6.83276e+00	5.00000e-01
-8.53164e-01	5.00000e-02	-5.96531e-02	5.00000e-02	4.83123e+00	5.00000e-01
-1.67290e+00	5.00000e-02	4.22007e-01	5.00000e-02	9.45829e+00	5.00000e-01
-9.86953e-01	5.00000e-02	1.82330e-01	5.00000e-02	8.55600e+00	5.00000e-01
-1.11774e+00	5.00000e-02	9.03635e-02	5.00000e-02	7.44412e+00	5.00000e-01
-7.45577e-01	5.00000e-02	-1.96116e-01	5.00000e-02	4.05819e+00	5.00000e-01
-1.33549e+00	5.00000e-02	3.09233e-01	5.00000e-02	8.91676e+00	5.00000e-01
-1.41261e+00	5.00000e-02	3.11948e-01	5.00000e-02	9.94703e+00	5.00000e-01
-1.69671e+00	5.00000e-02	4.29905e-01	5.00000e-02	8.99700e+00	5.00000e-01
-2.13665e+00	5.00000e-02	4.50161e-01	5.00000e-02	1.00032e+01	5.00000e-01
-7.41011e-01	5.00000e-02	-9.25798e-02	5.00000e-02	4.02819e+00	5.00000e-01
-1.00635e+00	5.00000e-02	1.01545e-01	5.00000e-02	7.50934e+00	5.00000e-01
-9.72701e-01	5.00000e-02	-4.06125e-02	5.00000e-02	6.80415e+00	5.00000e-01
-1.31166e+00	5.00000e-02	3.37084e-01	5.00000e-02	9.87023e+00	5.00000e-01
-1.14816e+00	5.00000e-02	1.83419e-01	5.00000e-02	8.03465e+00	5.00000e-01
-1.80180e+00	5.00000e-02	4.38053e-01	5.00000e-02	9.87982e+00	5.00000e-01
-1.21636e+00	5.00000e-02	2.13461e-01	5.00000e-02	7.81101e+00	5.00000e-01
-6.93956e-01	5.00000e-02	-3.29210e-01	5.00000e-02	2.33332e+00	5.00000e-01
-9.00415e-01	5.00000e-02	1.07337e-02	5.00000e-02	5.49045e+00	5.00000e-01
-1.35579e+00	5.00000e-02	3.07516e-01	5.00000e-02	8.73071e+00	5.00000e-01
-7.08583e-01	5.00000e-02	-1.22182e-01	5.00000e-02	4.11130e+00	5.00000e-01
-1.30672e+00	5.00000e-02	3.11507e-01	5.00000e-02	9.27556e+00	5.00000e-01
-8.24739e-01	5.00000e-02	-8.03994e-02	5.00000e-02	3.27756e+00	5.00000e-01
-8.81253e-01	5.00000e-02	-7.22195e-02	5.00000e-02	3.86915e+00	5.00000e-01
-9.18193e-01	5.00000e-02	6.77887e-02	5.00000e-02	5.60500e+00	5.00000e-01
-1.19804e+00	5.00000e-02	8.32731e-02	5.00000e-02	7.61825e+00	5.00000e-01
-9.53447e-01	5.00000e-02	-4.73339e-02	5.00000e-02	4.79053e+00	5.00000e-01
-1.31731e+00	5.00000e-02	2.89189e-01	5.00000e-02	8.68930e+00	5.00000e-01
-8.47303e-01	5.00000e-02	8.42080e-02	5.00000e-02	6.15263e+00	5.00000e-01
