# [Fe/H]	[Fe/H]_err	[O/Fe]	[O/Fe]_err	Age [Gyr]	Age_err
-7.60421e-01	5.00000e-02	-1.33845e-01	5.00000e-02	5.70200e+00	5.00000e-01
-1.15653e+00	5.00000e-02	1.55137e-01	5.00000e-02	7.36600e+00	5.00000e-01
-9.43455e-01	5.00000e-02	-7.92785e-02	5.00000e-02	6.28749e+00	5.00000e-01
-1.03199e+00	5.00000e-02	7.02797e-02	5.00000e-02	7.52789e+00	5.00000e-01
-1.00509e+00	5.00000e-02	1.27612e-01	5.00000e-02	6.11787e+00	5.00000e-01
-1.12964e+00	5.00000e-02	2.33411e-01	5.00000e-02	7.37920e+00	5.00000e-01
-7.29328e-01	5.00000e-02	-6.73420e-02	5.00000e-02	3.62257e+00	5.00000e-01
-1.01330e+00	5.00000e-02	1.65681e-01	5.00000e-02	7.18625e+00	5.00000e-01
-1.20001e+00	5.00000e-02	1.48822e-01	5.00000e-02	8.27435e+00	5.00000e-01
-1.06390e+00	5.00000e-02	1.85621e-01	5.00000e-02	7.75231e+00	5.00000e-01
-2.03447e+00	5.00000e-02	3.94170e-01	5.00000e-02	9.76915e+00	5.00000e-01
-1.31760e+00	5.00000e-02	3.74130e-01	5.00000e-02	8.80292e+00	5.00000e-01
-1.06987e+00	5.00000e-02	1.25726e-01	5.00000e-02	6.99044e+00	5.00000e-01
-1.31985e+00	5.00000e-02	2.67907e-01	5.00000e-02	8.04434e+00	5.00000e-01
-1.07298e+00	5.00000e-02	1.28292e-01	5.00000e-02	6.86379e+00	5.00000e-01
-1.20088e+00	5.00000e-02	2.99267e-01	5.00000e-02	8.74065e+00	5.00000e-01
-1.53859e+00	5.00000e-02	3.00890e-01	5.00000e-02	9.63845e+00	5.00000e-01
-1.31474e+00	5.00000e-02	3.09597e-01	5.00000e-02	9.13131e+00	5.00000e-01
-1.16696e+00	5.00000e-02	1.62945e-01	5.00000e-02	7.53106e+00	5.00000e-01
-1.08836e+00	5.00000e-02	1.10898e-01	5.00000e-02	8.46624e+00	5.00000e-01
-1.13922e+00	5.00000e-02	1.18194e-01	5.00000e-02	7.92729e+00	5.00000e-01
-1.10292e+00	5.00000e-02	1.06735e-01	5.00000e-02	7.07502e+00	5.00000e-01
-9.78507e-01	5.00000e-02	1.67258e-01	5.00000e-02	7.46127e+00	5.00000e-01
-1.21709e+00	5.00000e-02	2.71845e-01	5.00000e-02	8.68260e+00	5.00000e-01
-8.41910e-01	5.00000e-02	-4.08914e-02	5.00000e-02	4.31588e+00	5.00000e-01
-1.25785e+00	5.00000e-02	2.25611e-01	5.00000e-02	9.02253e+00	5.00000e-01
-1.14255e+00	5.00000e-02	1.89551e-01	5.00000e-02	8.69419e+00	5.00000e-01
-7.85717e-01	5.00000e-02	-6.74086e-02	5.00000e-02	6.08096e+00	5.00000e-01
-9.94497e-01	5.00000e-02	4.36308e-02	5.00000e-02	6.34443e+00	5.00000e-01
-1.01740e+00	5.00000e-02	6.04337e-02	5.00000e-02	6.87441e+00	5.00000e-01
-1.69170e+00	5.00000e-02	4.07904e-01	5.00000e-02	9.67502e+00	5.00000e-01
-7.21594e-01	5.00000e-02	-4.18388e-03	5.00000e-02	4.43508e+00	5.00000e-01
-9.95469e-01	5.00000e-02	1.46786e-01	5.00000e-02	7.11530e+00	5.00000e-01
-4.26265e-01	5.00000e-02	-4.69566e-01	5.00000e-02	6.73638e-01	5.00000e-01
-1.58334e+00	5.00000e-02	3.43484e-01	5.00000e-02	9.59522e+00	5.00000e-01
-8.83152e-01	5.00000e-02	3.46609e-03	5.00000e-02	5.42510e+00	5.00000e-01
-1.46589e+00	5.00000e-02	4.58483e-01	5.00000e-02	9.52321e+00	5.00000e-01
-1.08088e+00	5.00000e-02	1.82833e-01	5.00000e-02	7.42043e+00	5.00000e-01
-1.63699e+00	5.00000e-02	3.78018e-01	5.00000e-02	8.14860e+00	5.00000e-01
-9.75566e-01	5.00000e-02	-7.38968e-03	5.00000e-02	5.20331e+00	5.00000e-01
-1.00276e+00	5.00000e-02	1.99472e-02	5.00000e-02	5.51852e+00	5.00000e-01
-1.12064e+00	5.00000e-02	1.39193e-01	5.00000e-02	7.93270e+00	5.00000e-01
-1.15826e+00	5.00000e-02	2.43052e-01	5.00000e-02	8.57053e+00	5.00000e-01
-1.76438e+00	5.00000e-02	4.27370e-01	5.00000e-02	9.11163e+00	5.00000e-01
-1.02829e+00	5.00000e-02	1.21648e-01	5.00000e-02	6.53462e+00	5.00000e-01
-1.13517e+00	5.00000e-02	2.68461e-01	5.00000e-02	8.07431e+00	5.00000e-01
-1.01940e+00	5.00000e-02	4.92139e-02	5.00000e-02	7.39969e+00	5.00000e-01
-9.53908e-01	5.00000e-02	-1.75780e-02	5.00000e-02	5.21054e+00	5.00000e-01
-6.69583e-01	5.00000e-02	-3.19673e-01	5.00000e-02	3.35323e+00	5.00000e-01
-9.58994e-01	5.00000e-02	6.14339e-03	5.00000e-02	5.67374e+00	5.00000e-01
-2.22624e+00	5.00000e-02	4.05693e-01	5.00000e-02	1.03382e+01	5.00000e-01
-1.28415e+00	5.00000e-02	2.68447e-01	5.00000e-02	8.31925e+00	5.00000e-01
-1.03454e+00	5.00000e-02	1.12210e-01	5.00000e-02	7.45520e+00	5.00000e-01
-1.51072e+00	5.00000e-02	2.76788e-01	5.00000e-02	1.02990e+01	5.00000e-01
-1.17432e+00	5.00000e-02	1.09432e-01	5.00000e-02	9.42721e+00	5.00000e-01
-1.84987e+00	5.00000e-02	3.53693e-01	5.00000e-02	9.32828e+00	5.00000e-01
-1.43171e+00	5.00000e-02	3.40495e-01	5.00000e-02	8.78414e+00	5.00000e-01
-2.00042e+00	5.00000e-02	4.23656e-01	5.00000e-02	9.23766e+00	5.00000e-01
-9.12790e-01	5.00000e-02	1.17355e-01	5.00000e-02	6.06125e+00	5.00000e-01
-1.48442e+00	5.00000e-02	3.70080e-01	5.00000e-02	8.11634e+00	5.00000e-01
-1.33389e+00	5.00000e-02	3.10023e-01	5.00000e-02	8.74232e+00	5.00000e-01
-8.31341e-01	5.00000e-02	-6.95217e-02	5.00000e-02	4.41361e+00	5.00000e-01
-1.08291e+00	5.00000e-02	1.66121e-01	5.00000e-02	7.83251e+00	5.00000e-01
-1.94999e+00	5.00000e-02	4.45506e-01	5.00000e-02	1.09298e+01	5.00000e-01
-1.52834e+00	5.00000e-02	3.38811e-01	5.00000e-02	9.50224e+00	5.00000e-01
-9.94165e-01	5.00000e-02	2.22062e-01	5.00000e-02	7.53071e+00	5.00000e-01
-1.07952e+00	5.00000e-02	9.33052e-02	5.00000e-02	7.72401e+00	5.00000e-01
-1.43750e+00	5.00000e-02	2.61386e-01	5.00000e-02	9.94079e+00	5.00000e-01
-8.45793e-01	5.00000e-02	-1.25453e-01	5.00000e-02	4.51292e+00	5.00000e-01
-1.00751e+00	5.00000e-02	1.69980e-01	5.00000e-02	9.07968e+00	5.00000e-01
-1.12580e+00	5.00000e-02	1.93414e-01	5.00000e-02	8.20780e+00	5.00000e-01
-1.01537e+00	5.00000e-02	1.82041e-01	5.00000e-02	7.76189e+00	5.00000e-01
-1.04956e+00	5.00000e-02	1.00820e-01	5.00000e-02	7.69067e+00	5.00000e-01
-1.32514e+00	5.00000e-02	3.02213e-01	5.00000e-02	8.99307e+00	5.00000e-01
-1.18012e+00	5.00000e-02	1.97898e-01	5.00000e-02	9.76332e+00	5.00000e-01
-1.49828e+00	5.00000e-02	3.07303e-01	5.00000e-02	9.64905e+00	5.00000e-01
-1.45741e+00	5.00000e-02	3.79858e-01	5.00000e-02	9.00195e+00	5.00000e-01
-7.87032e-01	5.00000e-02	-1.20662e-01	5.00000e-02	4.81463e+00	5.00000e-01
-9.61773e-01	5.00000e-02	1.23207e-01	5.00000e-02	6.59104e+00	5.00000e-01
-1.10338e+00	5.00000e-02	2.10287e-01	5.00000e-02	8.94457e+00	5.00000e-01
-1.30883e+00	5.00000e-02	3.01494e-01	5.00000e-02	8.92685e+00	5.00000e-01
-1.41653e+00	5.00000e-02	2.96267e-01	5.00000e-02	8.85899e+00	5.00000e-01
-1.79903e+00	5.00000e-02	4.17445e-01	5.00000e-02	9.47920e+00	5.00000e-01
-1.13991e+00	5.00000e-02	1.75555e-01	5.00000e-02	8.67655e+00	5.00000e-01
-1.32492e+00	5.00000e-02	3.11985e-01	5.00000e-02	9.56263e+00	5.00000e-01
-1.03770e+00	5.00000e-02	1.28262e-01	5.00000e-02	7.30940e+00	5.00000e-01
-1.28127e+00	5.00000e-02	2.59054e-01	5.00000e-02	8.80456e+00	5.00000e-01
-1.46321e+00	5.00000e-02	3.32208e-01	5.00000e-02	9.31710e+00	5.00000e-01
-2.06971e+00	5.00000e-02	4.29084e-01	5.00000e-02	1.00680e+01	5.00000e-01
-1.72473e+00	5.00000e-02	3.94885e-01	5.00000e-02	9.67236e+00	5.00000e-01
-1.02155e+00	5.00000e-02	1.24990e-01	5.00000e-02	7.60039e+00	5.00000e-01
-1.26936e+00	5.00000e-02	2.11926e-01	5.00000e-02	8.50952e+00	5.00000e-01
-1.17055e+00	5.00000e-02	2.63185e-01	5.00000e-02	8.14078e+00	5.00000e-01
-7.87929e-01	5.00000e-02	-7.98042e-02	5.00000e-02	4.69635e+00	5.00000e-01
-5.46590e-01	5.00000e-02	-4.25288e-01	5.00000e-02	1.59748e+00	5.00000e-01
-1.41933e+00	5.00000e-02	3.72828e-01	5.00000e-02	9.51052e+00	5.00000e-01
-1.06375e+00	5.00000e-02	6.81407e-02	5.00000e-02	8.28615e+00	5.00000e-01
-1.40035e+00	5.00000e-02	2.46333e-01	5.00000e-02	8.47757e+00	5.00000e-01
-1.99444e+00	5.00000e-02	4.22771e-01	5.00000e-02	9.43315e+00	5.00000e-01
-9.77977e-01	5.00000e-02	6.27366e-02	5.00000e-02	6.44095e+00	5.00000e-01
-1.26020e+00	5.00000e-02	3.26142e-01	5.00000e-02	9.34266e+00	5.00000e-01
-1.19767e+00	5.00000e-02	2.64576e-01	5.00000e-02	7.75206e+00	5.00000e-01
-1.00494e+00	5.00000e-02	1.72693e-01	5.00000e-02	8.13408e+00	5.00000e-01
-8.77152e-01	5.00000e-02	9.61168e-02	5.00000e-02	6.29920e+00	5.00000e-01
-1.04140e+00	5.00000e-02	1.09001e-01	5.00000e-02	7.63654e+00	5.00000e-01
-9.37189e-01	5.00000e-02	-4.86308e-02	5.00000e-02	5.10321e+00	5.00000e-01
-1.35644e+00	5.00000e-02	3.46320e-01	5.00000e-02	1.05755e+01	5.00000e-01
-9.48347e-01	5.00000e-02	-1.93332e-02	5.00000e-02	7.06249e+00	5.00000e-01
-1.48729e+00	5.00000e-02	3.05328e-01	5.00000e-02	9.35492e+00	5.00000e-01
-8.23369e-01	5.00000e-02	-1.31636e-01	5.00000e-02	3.70581e+00	5.00000e-01
-1.02325e+00	5.00000e-02	1.30005e-01	5.00000e-02	7.31375e+00	5.00000e-01
-1.42840e+00	5.00000e-02	3.38022e-01	5.00000e-02	9.37770e+00	5.00000e-01
-8.27875e-01	5.00000e-02	-1.99616e-01	5.00000e-02	3.90918e+00	5.00000e-01
-1.07382e+00	5.00000e-02	9.29746e-02	5.00000e-02	7.45937e+00	5.00000e-01
-1.34298e+00	5.00000e-02	2.51038e-01	5.00000e-02	8.61987e+00	5.00000e-01
-1.41281e+00	5.00000e-02	3.03742e-01	5.00000e-02	9.01167e+00	5.00000e-01
-1.10326e+00	5.00000e-02	1.38166e-01	5.00000e-02	7.93938e+00	5.00000e-01
-2.05233e+00	5.00000e-02	3.94834e-01	5.00000e-02	9.36146e+00	5.00000e-01
-1.40563e+00	5.00000e-02	3.29959e-01	5.00000e-02	8.75042e+00	5.00000e-01
-1.21355e+00	5.00000e-02	1.45231e-01	5.00000e-02	8.13334e+00	5.00000e-01
-1.13651e+00	5.00000e-02	2.43797e-01	5.00000e-02	9.03583e+00	5.00000e-01
-1.17573e+00	5.00000e-02	2.28426e-01	5.00000e-02	8.69163e+00	5.00000e-01
-1.39994e+00	5.00000e-02	2.90758e-01	5.00000e-02	9.76943e+00	5.00000e-01
-1.12818e+00	5.00000e-02	1.29271e-01	5.00000e-02	7.67615e+00	5.00000e-01
-8.89519e-01	5.00000e-02	2.18502e-02	5.00000e-02	6.30371e+00	5.00000e-01
-1.59054e+00	5.00000e-02	3.77556e-01	5.00000e-02	1.00896e+01	5.00000e-01
-1.09790e+00	5.00000e-02	1.12747e-01	5.00000e-02	9.40318e+00	5.00000e-01
-1.48806e+00	5.00000e-02	3.61638e-01	5.00000e-02	9.59896e+00	5.00000e-01
-9.44613e-01	5.00000e-02	8.75558e-02	5.00000e-02	7.45518e+00	5.00000e-01
-1.17055e+00	5.00000e-02	1.88644e-01	5.00000e-02	8.29883e+00	5.00000e-01
-1.05564e+00	5.00000e-02	1.89942e-01	5.00000e-02	8.39190e+00	5.00000e-01
-1.48464e+00	5.00000e-02	3.25786e-01	5.00000e-02	8.26068e+00	5.00000e-01
-1.61211e+00	5.00000e-02	3.66192e-01	5.00000e-02	9.79228e+00	5.00000e-01
-1.12706e+00	5.00000e-02	1.93665e-01	5.00000e-02	8.12411e+00	5.00000e-01
-1.24988e+00	5.00000e-02	2.60137e-01	5.00000e-02	9.43227e+00	5.00000e-01
-7.85200e-01	5.00000e-02	-1.86302e-01	5.00000e-02	3.51372e+00	5.00000e-01
-9.04148e-01	5.00000e-02	1.01740e-02	5.00000e-02	7.10225e+00	5.00000e-01
-1.00394e+00	5.00000e-02	6.97160e-02	5.00000e-02	6.78293e+00	5.00000e-01
-7.95728e-01	5.00000e-02	-5.90035e-02	5.00000e-02	5.00334e+00	5.00000e-01
-1.79217e+00	5.00000e-02	4.15220e-01	5.00000e-02	9.83552e+00	5.00000e-01
-1.09821e+00	5.00000e-02	2.42533e-01	5.00000e-02	8.01759e+00	5.00000e-01
-1.07474e+00	5.00000e-02	2.40936e-01	5.00000e-02	7.06499e+00	5.00000e-01
-7.54967e-01	5.00000e-02	-9.99779e-02	5.00000e-02	3.85806e+00	5.00000e-01
-1.29557e+00	5.00000e-02	3.27792e-01	5.00000e-02	9.10353e+00	5.00000e-01
-1.30935e+00	5.00000e-02	3.28936e-01	5.00000e-02	9.20993e+00	5.00000e-01
-1.65036e+00	5.00000e-02	4.01199e-01	5.00000e-02	8.93149e+00	5.00000e-01
-2.07513e+00	5.00000e-02	4.43460e-01	5.00000e-02	1.07510e+01	5.00000e-01
-8.18950e-01	5.00000e-02	-6.90298e-02	5.00000e-02	4.57330e+00	5.00000e-01
-1.07013e+00	5.00000e-02	1.69360e-01	5.00000e-02	8.34253e+00	5.00000e-01
-9.67629e-01	5.00000e-02	4.15364e-02	5.00000e-02	6.37249e+00	5.00000e-01
-1.43545e+00	5.00000e-02	2.81863e-01	5.00000e-02	9.09550e+00	5.00000e-01
-1.03567e+00	5.00000e-02	2.05596e-01	5.00000e-02	7.62175e+00	5.00000e-01
-1.79468e+00	5.00000e-02	4.74393e-01	5.00000e-02	9.54327e+00	5.00000e-01
-1.18093e+00	5.00000e-02	2.70776e-01	5.00000e-02	8.78879e+00	5.00000e-01
-6.60424e-01	5.00000e-02	-2.70161e-01	5.00000e-02	1.56406e+00	5.00000e-01
-8.60751e-01	5.00000e-02	-6.15776e-02	5.00000e-02	4.50863e+00	5.00000e-01
-1.19943e+00	5.00000e-02	2.96807e-01	5.00000e-02	8.22050e+00	5.00000e-01
-7.93722e-01	5.00000e-02	-1.26931e-01	5.00000e-02	2.96101e+00	5.00000e-01
-1.33998e+00	5.00000e-02	3.45942e-01	5.00000e-02	9.38830e+00	5.00000e-01
-7.50586e-01	5.00000e-02	-1.23907e-01	5.00000e-02	4.31026e+00	5.00000e-01
-8.13694e-01	5.00000e-02	-1.09441e-01	5.00000e-02	4.50597e+00	5.00000e-01
-9.28924e-01	5.00000e-02	-1.23644e-02	5.00000e-02	6.16980e+00	5.00000e-01
-1.04941e+00	5.00000e-02	1.17702e-01	5.00000e-02	8.49733e+00	5.00000e-01
-9.12016e-01	5.00000e-02	-2.28068e-02	5.00000e-02	5.90472e+00	5.00000e-01
-1.30927e+00	5.00000e-02	2.77383e-01	5.00000e-02	8.55175e+00	5.00000e-01
-9.02081e-01	5.00000e-02	6.12771e-02	5.00000e-02	6.10955e+00	5.00000e-01
